Time,X,Y,Z,w,x,y,z,X,Y,Z,w,x,y,z,X,Y,Z,w,x,y,z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
5.920833,-0.093004,0.139720,0.363447,-0.276037,-0.692185,-0.431703,0.508248,0.187359,0.200451,0.284308,-0.257884,-0.620791,0.232135,-0.703013,0.038939,0.138276,0.300061,-1.000000,0.000340,0.000680,-0.000127,0.039090,0.136060,0.380578,0.040204,0.212607,0.245685,,,,0.039263,0.168027,0.305893,0.191717,0.240256,0.269578,-0.106424,0.209194,0.243843,,,,-0.107143,0.167201,0.303464,0.197972,0.132484,0.381157,-0.107481,0.142293,0.378539,,,,,,,,,,0.195652,0.179258,0.328235,,,,,,,,,,,,,,,
5.925000,-0.092408,0.139736,0.363482,-0.275373,-0.690914,-0.433805,0.508547,0.187405,0.200488,0.284342,-0.257533,-0.620778,0.231915,-0.703226,0.038943,0.138265,0.300050,-1.000000,0.000455,0.000680,-0.000135,0.039087,0.136183,0.380581,0.040272,0.212621,0.245584,,,,0.039302,0.168116,0.305884,0.191727,0.240357,0.269620,-0.106358,0.209227,0.243707,,,,-0.107121,0.167443,0.303452,0.197969,0.132505,0.381148,-0.107446,0.142560,0.378557,,,,,,,,,,0.195696,0.179288,0.328274,,,,,,,,,,,,,,,
5.929167,-0.091613,0.139779,0.363555,-0.275139,-0.689172,-0.435872,0.509270,0.185740,0.200860,0.283657,-0.259997,-0.620441,0.237389,-0.700787,0.038965,0.138243,0.300028,-1.000000,0.000555,0.000691,-0.000162,0.039123,0.136327,0.380561,0.040400,0.212526,0.245409,,,,0.039335,0.168322,0.305895,0.191781,0.240355,0.269586,-0.106232,0.209291,0.243511,,,,-0.107065,0.167871,0.303477,0.198001,0.132491,0.381129,-0.107426,0.142901,0.378587,,,,,,,,,,0.195728,0.179289,0.328246,,,,,,,,,,,,,,,
5.933333,-0.090692,0.139740,0.363644,-0.275255,-0.687038,-0.437472,0.510717,0.185885,0.200822,0.283622,-0.259473,-0.620309,0.237008,-0.701226,0.038967,0.138218,0.300006,-1.000000,0.000615,0.000709,-0.000159,0.039137,0.136529,0.380550,0.040500,0.212524,0.245243,,,,0.039402,0.168452,0.305849,0.191854,0.240327,0.269543,-0.106134,0.209652,0.243499,,,,-0.107026,0.168330,0.303509,0.198013,0.132501,0.381094,-0.107408,0.143368,0.378643,,,,,,,,,,0.195809,0.179234,0.328006,,,,,,,,,,,,,,,
5.937500,-0.089603,0.139763,0.363733,-0.275170,-0.685123,-0.439460,0.511628,0.186053,0.200758,0.283576,-0.258945,-0.620113,0.236592,-0.701735,0.038981,0.138144,0.299986,-0.999999,0.000827,0.000695,-0.000198,0.039195,0.136700,0.380543,0.040608,0.212594,0.245156,,,,0.039441,0.168683,0.305878,0.191940,0.240317,0.269477,-0.106027,0.210005,0.243510,,,,-0.106970,0.168726,0.303545,0.198047,0.132468,0.381069,-0.107359,0.143738,0.378680,,,,,,,,,,0.195872,0.179199,0.327929,,,,,,,,,,,,,,,
5.941667,-0.088472,0.139701,0.363876,-0.275647,-0.682556,-0.440845,0.513607,0.186768,0.200347,0.283110,-0.256768,-0.621446,0.236142,-0.701507,0.038978,0.138111,0.299989,-0.999999,0.000875,0.000718,-0.000217,0.039210,0.136832,0.380562,0.040701,0.212752,0.245147,,,,0.039492,0.168916,0.305930,0.192018,0.240338,0.269484,-0.105962,0.210568,0.243597,,,,-0.106938,0.169240,0.303656,0.198060,0.132460,0.381062,-0.107336,0.144153,0.378764,,,,,,,,,,0.195925,0.179141,0.327842,,,,,,,,,,,,,,,
5.945833,-0.087319,0.139717,0.364004,-0.275830,-0.680097,-0.442461,0.515378,0.186873,0.200264,0.283054,-0.256349,-0.620938,0.235846,-0.702209,0.039004,0.138074,0.300009,-0.999999,0.000877,0.000785,-0.000173,0.039253,0.136970,0.380587,0.040805,0.212934,0.245143,,,,0.039521,0.169256,0.306021,0.192100,0.240383,0.269490,-0.105844,0.211052,0.243685,,,,-0.106873,0.169803,0.303781,0.198091,0.132417,0.381072,-0.107333,0.144591,0.378897,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.950000,-0.086254,0.139594,0.364057,-0.275599,-0.677609,-0.443401,0.517964,0.186950,0.200186,0.282984,-0.256005,-0.620411,0.235611,-0.702879,0.039005,0.137991,0.300038,-0.999999,0.001037,0.000791,-0.000198,0.039268,0.137107,0.380626,0.040907,0.213120,0.245158,,,,0.039553,0.169562,0.306127,0.192204,0.240356,0.269479,-0.105771,0.211592,0.243822,,,,-0.106848,0.170404,0.303911,0.198093,0.132390,0.381073,-0.107325,0.145030,0.379038,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.954167,-0.085247,0.139639,0.364049,-0.275344,-0.675131,-0.444845,0.520093,0.187021,0.200118,0.282928,-0.255713,-0.619834,0.235356,-0.703580,0.039016,0.137912,0.300048,-0.999999,0.001220,0.000793,-0.000236,0.039293,0.137236,0.380655,0.040980,0.213269,0.245173,,,,0.039598,0.169799,0.306176,0.192330,0.240305,0.269438,-0.105691,0.212101,0.243975,,,,-0.106817,0.170927,0.304075,0.198117,0.132361,0.381079,-0.107275,0.145440,0.379144,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.958333,-0.084463,0.139660,0.364117,-0.274650,-0.673715,-0.445825,0.521454,0.187030,0.200064,0.282859,-0.255460,-0.619152,0.235160,-0.704337,0.039080,0.138295,0.300052,-1.000000,-0.000077,0.000732,0.000137,0.039295,0.137328,0.380687,0.041044,0.213458,0.245226,,,,0.039615,0.169981,0.306231,0.192429,0.240257,0.269372,-0.105610,0.212582,0.244126,,,,-0.106791,0.171314,0.304197,0.198114,0.132338,0.381081,-0.107260,0.145732,0.379226,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.962500,-0.083916,0.139620,0.364179,-0.273829,-0.672536,-0.446028,0.523233,0.187083,0.200011,0.282820,-0.255245,-0.618568,0.234851,-0.705031,0.039031,0.138685,0.300019,-0.999999,-0.001236,0.000620,0.000585,0.039305,0.137395,0.380706,0.041077,0.213672,0.245317,,,,0.039647,0.170146,0.306250,0.192609,0.240073,0.269288,-0.105554,0.213046,0.244311,,,,-0.106758,0.171585,0.304297,0.198123,0.132330,0.381090,-0.107254,0.145962,0.379294,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.966667,-0.083531,0.139679,0.364215,-0.273239,-0.671296,-0.446053,0.525109,0.187106,0.199974,0.282806,-0.255056,-0.618064,0.234524,-0.705650,0.039254,0.137635,0.300132,-0.999998,0.001785,0.000666,-0.000565,0.039287,0.137472,0.380728,0.041104,0.213921,0.245435,,,,0.039675,0.170191,0.306245,0.192772,0.239896,0.269196,-0.105537,0.213433,0.244472,,,,-0.106736,0.171859,0.304387,0.198100,0.132346,0.381102,-0.107264,0.146128,0.379343,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.970833,-0.083420,0.139672,0.364229,-0.272109,-0.670738,-0.445586,0.526802,0.187138,0.199950,0.282783,-0.254866,-0.617552,0.234276,-0.706249,0.039265,0.137621,0.300153,-0.999998,0.001831,0.000681,-0.000578,0.039289,0.137518,0.380744,0.041121,0.214116,0.245532,,,,0.039668,0.170394,0.306290,0.192851,0.239854,0.269148,-0.105509,0.213719,0.244614,,,,-0.106719,0.172063,0.304468,0.198099,0.132358,0.381117,-0.107258,0.146212,0.379373,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.975000,-0.083506,0.139640,0.364218,-0.270847,-0.670271,-0.444598,0.528877,0.186976,0.200005,0.282763,-0.254991,-0.617056,0.234454,-0.706578,0.039114,0.137137,0.300150,-0.999994,0.003390,0.000704,-0.001016,0.039254,0.137563,0.380774,0.041106,0.214283,0.245622,,,,0.039654,0.170433,0.306321,0.192896,0.239819,0.269129,-0.105499,0.213920,0.244730,,,,-0.106732,0.172262,0.304561,0.198060,0.132384,0.381138,-0.107280,0.146238,0.379392,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.979167,-0.083619,0.139642,0.364192,-0.269574,-0.670031,-0.443512,0.530740,0.186808,0.200071,0.282745,-0.255126,-0.616639,0.234650,-0.706828,0.038734,0.136873,0.300108,-0.999989,0.004408,0.000811,-0.001273,0.039231,0.137601,0.380795,0.041111,0.214391,0.245675,,,,0.039657,0.170525,0.306371,0.192927,0.239787,0.269118,-0.105490,0.214055,0.244815,,,,-0.106743,0.172334,0.304594,0.198039,0.132420,0.381149,-0.107271,0.146255,0.379402,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.983333,-0.083786,0.139711,0.364179,-0.268600,-0.669628,-0.442146,0.532878,0.184140,0.201096,0.281945,-0.258913,-0.615308,0.241406,-0.704332,0.038811,0.137736,0.300096,-0.999998,0.001867,0.000736,-0.000593,0.039194,0.137672,0.380815,0.041118,0.214432,0.245679,,,,0.039656,0.170574,0.306377,0.192922,0.239821,0.269119,-0.105481,0.214159,0.244834,,,,-0.106739,0.172411,0.304580,0.197980,0.132477,0.381169,-0.107286,0.146313,0.379402,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.987500,-0.084060,0.139687,0.364098,-0.267158,-0.669477,-0.440597,0.535071,0.184041,0.201173,0.281899,-0.258824,-0.614930,0.241621,-0.704621,0.038794,0.137765,0.300088,-0.999998,0.001863,0.000736,-0.000546,0.039161,0.137758,0.380818,0.041113,0.214416,0.245618,,,,0.039649,0.170589,0.306340,0.192890,0.239912,0.269143,-0.105485,0.214139,0.244752,,,,-0.106736,0.172453,0.304545,0.197967,0.132494,0.381181,-0.107294,0.146322,0.379368,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.991667,-0.084449,0.139735,0.364069,-0.265694,-0.669547,-0.439109,0.536933,0.182594,0.201862,0.282171,-0.261713,-0.612507,0.243528,-0.705007,0.038781,0.138275,0.300043,-1.000000,0.000431,0.000670,-0.000126,0.039138,0.137823,0.380819,0.041117,0.214337,0.245530,,,,0.039644,0.170621,0.306339,0.192864,0.239938,0.269145,-0.105497,0.214013,0.244621,,,,-0.106736,0.172448,0.304509,0.197940,0.132537,0.381182,-0.107296,0.146327,0.379332,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.995833,-0.085056,0.139650,0.364042,-0.264280,-0.669503,-0.436926,0.539460,0.182251,0.202006,0.282110,-0.262012,-0.612236,0.244310,-0.704861,0.038807,0.137603,0.299999,-0.999998,0.001657,0.000787,-0.000725,0.039144,0.137814,0.380796,0.041113,0.214237,0.245456,,,,0.039615,0.170612,0.306346,0.192760,0.240115,0.269217,-0.105503,0.213874,0.244516,,,,-0.106730,0.172299,0.304436,0.197939,0.132550,0.381176,-0.107297,0.146240,0.379293,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.000000,-0.085749,0.139698,0.364025,-0.262520,-0.669984,-0.435094,0.541201,0.182114,0.202066,0.282109,-0.261967,-0.612279,0.244628,-0.704730,0.038814,0.137603,0.299995,-0.999998,0.001686,0.000806,-0.000725,0.039138,0.137755,0.380775,0.041063,0.214203,0.245470,,,,0.039561,0.170648,0.306398,0.192688,0.240196,0.269296,-0.105539,0.213737,0.244490,,,,-0.106751,0.172020,0.304356,0.197948,0.132539,0.381171,-0.107300,0.146093,0.379224,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.004167,-0.086620,0.139646,0.364038,-0.260663,-0.670815,-0.433042,0.542712,0.182223,0.202044,0.282101,-0.261468,-0.612538,0.244489,-0.704739,0.038887,0.137289,0.299967,-0.999995,0.002517,0.001036,-0.001297,0.039159,0.137640,0.380732,0.041030,0.214153,0.245489,,,,0.039579,0.170452,0.306362,0.192639,0.240225,0.269334,-0.105572,0.213524,0.244452,,,,-0.106774,0.171718,0.304255,0.197967,0.132532,0.381147,-0.107303,0.145897,0.379154,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.008333,-0.087588,0.139838,0.364280,-0.259040,-0.672951,-0.431390,0.542161,0.182101,0.202113,0.282127,-0.261434,-0.612578,0.244746,-0.704628,0.039262,0.137249,0.300028,-0.999995,0.002569,0.000948,-0.001350,0.039174,0.137552,0.380683,0.040975,0.214105,0.245507,,,,0.039614,0.170201,0.306290,0.192597,0.240225,0.269372,-0.105632,0.213243,0.244389,,,,-0.106808,0.171452,0.304159,0.197974,0.132533,0.381112,-0.107338,0.145606,0.379065,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.012500,-0.088728,0.139772,0.364462,-0.257445,-0.674315,-0.428972,0.543143,0.184911,0.201389,0.283057,-0.256661,-0.613556,0.236560,-0.708317,0.039012,0.138447,0.299873,-0.999999,-0.000892,0.000833,-0.000058,0.039192,0.137423,0.380644,0.040924,0.214011,0.245513,,,,0.039594,0.170038,0.306233,0.192541,0.240231,0.269384,-0.105689,0.212908,0.244322,,,,-0.106850,0.171194,0.304083,0.198012,0.132523,0.381077,-0.107371,0.145247,0.378950,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.016667,-0.089887,0.139837,0.364835,-0.255998,-0.676444,-0.426976,0.542752,0.184780,0.201456,0.283034,-0.256617,-0.613759,0.236970,-0.708020,0.039011,0.138436,0.299853,-0.999999,-0.000876,0.000827,-0.000050,0.039189,0.137299,0.380605,0.040851,0.213977,0.245552,,,,0.039559,0.169866,0.306197,0.192430,0.240353,0.269427,-0.105779,0.212597,0.244312,,,,-0.106892,0.170829,0.304003,0.198021,0.132513,0.381045,-0.107395,0.144889,0.378864,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.020833,-0.091421,0.139219,0.365220,-0.254138,-0.678923,-0.423885,0.542954,0.183278,0.201663,0.281867,-0.258058,-0.615315,0.243584,-0.703889,0.039014,0.138408,0.299846,-0.999999,-0.000856,0.000825,-0.000066,0.039200,0.137101,0.380557,0.040764,0.213956,0.245637,,,,0.039471,0.169769,0.306213,0.192308,0.240482,0.269514,-0.105857,0.212299,0.244335,,,,-0.106946,0.170313,0.303902,0.198038,0.132503,0.381026,-0.107395,0.144428,0.378757,,,,,,,,,,0.181634,0.198779,0.307378,,,,,,,,,,,,,,,
6.025000,-0.092595,0.139382,0.365600,-0.252588,-0.681310,-0.422822,0.541515,0.183298,0.201707,0.281930,-0.257798,-0.615466,0.243571,-0.703857,0.039010,0.138400,0.299848,-0.999999,-0.000839,0.000820,-0.000035,0.039180,0.136907,0.380539,0.040658,0.213931,0.245771,,,,0.039423,0.169532,0.306192,0.192210,0.240532,0.269589,-0.105957,0.211949,0.244386,,,,-0.106999,0.169766,0.303839,0.198030,0.132478,0.381034,-0.107406,0.144043,0.378705,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.029167,-0.093833,0.139213,0.366302,-0.251600,-0.684089,-0.420802,0.540043,0.183172,0.201809,0.281974,-0.257811,-0.615572,0.243898,-0.703647,0.039013,0.138385,0.299860,-0.999999,-0.000851,0.000810,-0.000029,0.039174,0.136702,0.380535,0.040569,0.213811,0.245836,,,,0.039365,0.169314,0.306184,0.192077,0.240644,0.269680,-0.106106,0.211459,0.244305,,,,-0.107053,0.169237,0.303784,0.198046,0.132466,0.381048,-0.107448,0.143644,0.378665,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.033333,-0.094795,0.139400,0.367095,-0.251692,-0.686231,-0.419590,0.538222,0.183063,0.201901,0.282032,-0.257754,-0.615649,0.244138,-0.703517,0.039008,0.138387,0.299884,-0.999999,-0.000826,0.000810,-0.000029,0.039154,0.136566,0.380535,0.040448,0.213660,0.245882,,,,0.039303,0.169098,0.306143,0.191932,0.240708,0.269740,-0.106240,0.211049,0.244259,,,,-0.107092,0.168746,0.303710,0.198026,0.132497,0.381064,-0.107474,0.143372,0.378661,,,,,,,,,,0.195792,0.179262,0.327615,,,,,,,,,,,,,,,
6.037500,-0.095774,0.139233,0.368159,-0.252118,-0.688867,-0.417627,0.536178,0.182866,0.202064,0.282101,-0.257942,-0.615762,0.244586,-0.703193,0.039008,0.138399,0.299907,-0.999999,-0.000865,0.000803,-0.000032,0.039150,0.136458,0.380536,0.040370,0.213447,0.245849,,,,0.039271,0.168885,0.306076,0.191786,0.240802,0.269801,-0.106323,0.210509,0.244110,,,,-0.107099,0.168351,0.303608,0.198024,0.132511,0.381083,-0.107496,0.143176,0.378667,,,,,,,,,,0.195735,0.179341,0.327708,,,,,,,,,,,,,,,
6.041667,-0.096468,0.139224,0.369159,-0.252861,-0.690420,-0.416159,0.534970,0.182793,0.202165,0.282202,-0.257875,-0.615856,0.244740,-0.703082,0.038872,0.137289,0.299965,-0.999996,0.002415,0.000969,-0.001228,0.039117,0.136415,0.380575,0.040283,0.213181,0.245783,,,,0.039230,0.168758,0.306029,0.191612,0.240938,0.269886,-0.106339,0.209922,0.243910,,,,-0.107151,0.168042,0.303583,0.197992,0.132546,0.381128,-0.107505,0.143041,0.378705,,,,,,,,,,0.195618,0.179465,0.327959,,,,,,,,,,,,,,,
6.045833,-0.097029,0.139189,0.370321,-0.253993,-0.692545,-0.415091,0.532511,0.182591,0.202313,0.282266,-0.258005,-0.615983,0.245239,-0.702749,0.038878,0.137264,0.300008,-0.999996,0.002501,0.000976,-0.001269,0.039106,0.136408,0.380625,0.040262,0.212901,0.245657,,,,0.039223,0.168644,0.306004,0.191529,0.240986,0.269949,-0.106339,0.209471,0.243733,,,,-0.107146,0.167873,0.303564,0.197994,0.132551,0.381174,-0.107494,0.143029,0.378744,,,,,,,,,,0.195580,0.179559,0.328090,,,,,,,,,,,,,,,
6.050000,-0.097337,0.139302,0.371086,-0.254560,-0.693778,-0.415285,0.530481,0.182555,0.202376,0.282367,-0.257856,-0.616122,0.245318,-0.702654,0.038856,0.137269,0.300052,-0.999996,0.002516,0.000971,-0.001283,0.039068,0.136447,0.380690,0.040228,0.212642,0.245521,,,,0.039176,0.168610,0.305997,0.191401,0.241071,0.270013,-0.106376,0.209205,0.243611,,,,-0.107158,0.167771,0.303567,0.197955,0.132575,0.381230,-0.107502,0.143106,0.378804,,,,,,,,,,0.195510,0.179642,0.328172,,,,,,,,,,,,,,,
6.054167,-0.097398,0.139326,0.371115,-0.253003,-0.694710,-0.417232,0.528475,0.182727,0.202367,0.282522,-0.257414,-0.616366,0.244963,-0.702726,0.038883,0.137078,0.300068,-0.999994,0.003067,0.000868,-0.001534,0.039083,0.136472,0.380721,0.040243,0.212470,0.245422,,,,0.039190,0.168591,0.305979,0.191321,0.241216,0.270072,-0.106343,0.208956,0.243467,,,,-0.107140,0.167720,0.303552,0.197954,0.132572,0.381252,-0.107466,0.143171,0.378832,,,,,,,,,,0.195484,0.179679,0.328221,,,,,,,,,,,,,,,
6.058333,-0.097292,0.139226,0.371071,-0.251851,-0.694876,-0.418732,0.527619,0.182670,0.202425,0.282501,-0.257194,-0.616504,0.245317,-0.702562,0.038879,0.137057,0.300072,-0.999994,0.003120,0.000855,-0.001546,0.039079,0.136461,0.380727,0.040240,0.212386,0.245361,,,,0.039217,0.168504,0.305935,0.191292,0.241251,0.270080,-0.106337,0.208892,0.243436,,,,-0.107125,0.167715,0.303567,0.197957,0.132584,0.381259,-0.107461,0.143133,0.378834,,,,,,,,,,0.195469,0.179693,0.328235,,,,,,,,,,,,,,,
6.062500,-0.097092,0.139136,0.371027,-0.251345,-0.694243,-0.419973,0.527707,0.182745,0.202436,0.282498,-0.256835,-0.616663,0.245321,-0.702552,0.038895,0.137256,0.300053,-0.999996,0.002490,0.000938,-0.001270,0.039113,0.136404,0.380702,0.040270,0.212395,0.245356,,,,0.039279,0.168390,0.305871,0.191356,0.241142,0.270019,-0.106332,0.208954,0.243481,,,,-0.107106,0.167644,0.303543,0.198005,0.132576,0.381242,-0.107429,0.143113,0.378830,,,,,,,,,,0.195460,0.179726,0.328192,,,,,,,,,,,,,,,
6.066667,-0.096857,0.139084,0.371018,-0.250899,-0.693508,-0.421286,0.527840,0.182835,0.202416,0.282504,-0.256481,-0.616743,0.245232,-0.702643,0.038917,0.137092,0.300009,-0.999994,0.002986,0.000789,-0.001514,0.039142,0.136425,0.380661,0.040281,0.212491,0.245403,,,,0.039327,0.168297,0.305823,0.191408,0.241076,0.270006,-0.106319,0.209058,0.243520,,,,-0.107114,0.167627,0.303503,0.198022,0.132566,0.381205,-0.107426,0.143217,0.378816,,,,,,,,,,0.195485,0.179691,0.328184,,,,,,,,,,,,,,,
6.070833,-0.096605,0.139089,0.370955,-0.250107,-0.692749,-0.422644,0.528126,0.183071,0.202339,0.282500,-0.255866,-0.616920,0.244875,-0.702836,0.038932,0.137108,0.299975,-0.999994,0.002911,0.000766,-0.001468,0.039184,0.136469,0.380612,0.040323,0.212506,0.245357,,,,0.039356,0.168383,0.305812,0.191444,0.241060,0.270003,-0.106284,0.209105,0.243458,,,,-0.107084,0.167793,0.303500,0.198062,0.132553,0.381165,-0.107402,0.143332,0.378807,,,,,,,,,,0.195534,0.179667,0.328132,,,,,,,,,,,,,,,
6.075000,-0.096217,0.139148,0.370963,-0.250380,-0.691182,-0.423668,0.529229,0.183210,0.202290,0.282516,-0.255479,-0.616964,0.244687,-0.703004,0.039067,0.138334,0.299953,-1.000000,-0.000644,0.000735,-0.000092,0.039210,0.136539,0.380604,0.040379,0.212481,0.245252,,,,0.039332,0.168584,0.305857,0.191427,0.241160,0.270040,-0.106213,0.209211,0.243391,,,,-0.107073,0.168079,0.303517,0.198082,0.132546,0.381135,-0.107402,0.143499,0.378797,,,,,,,,,,0.195559,0.179656,0.328056,,,,,,,,,,,,,,,
6.079167,-0.095811,0.139140,0.370940,-0.250372,-0.689812,-0.424751,0.530150,0.183324,0.202245,0.282513,-0.255173,-0.616941,0.244608,-0.703162,0.039074,0.138372,0.299931,-0.999999,-0.000808,0.000748,-0.000053,0.039251,0.136604,0.380591,0.040445,0.212503,0.245187,,,,0.039310,0.168764,0.305933,0.191405,0.241247,0.270100,-0.106165,0.209422,0.243410,,,,-0.107044,0.168310,0.303531,0.198117,0.132530,0.381111,-0.107390,0.143646,0.378794,,,,,,,,,,0.195610,0.179625,0.328005,,,,,,,,,,,,,,,
6.083333,-0.095424,0.139105,0.370923,-0.250563,-0.688211,-0.425445,0.531583,0.183200,0.202292,0.282464,-0.255259,-0.616760,0.245094,-0.703120,0.039088,0.138327,0.299932,-1.000000,-0.000682,0.000801,-0.000069,0.039263,0.136653,0.380575,0.040493,0.212609,0.245199,,,,0.039311,0.168924,0.306009,0.191425,0.241325,0.270162,-0.106143,0.209699,0.243503,,,,-0.107026,0.168484,0.303550,0.198127,0.132522,0.381096,-0.107365,0.143780,0.378808,,,,,,,,,,0.195648,0.179603,0.327993,,,,,,,,,,,,,,,
6.087500,-0.095128,0.139100,0.371028,-0.250652,-0.687818,-0.426365,0.531313,0.183071,0.202346,0.282411,-0.255397,-0.616503,0.245587,-0.703124,0.039083,0.138376,0.299896,-0.999999,-0.000855,0.000821,-0.000039,0.039276,0.136711,0.380549,0.040539,0.212714,0.245209,,,,0.039327,0.169065,0.306048,0.191496,0.241289,0.270169,-0.106101,0.209947,0.243575,,,,-0.107002,0.168612,0.303547,0.198147,0.132504,0.381069,-0.107350,0.143888,0.378776,,,,,,,,,,0.195690,0.179604,0.327975,,,,,,,,,,,,,,,
6.091667,-0.094851,0.139138,0.370993,-0.250858,-0.686327,-0.426830,0.532768,0.182775,0.202473,0.282320,-0.255805,-0.616151,0.246473,-0.702975,0.039050,0.138378,0.299870,-0.999999,-0.000829,0.000824,-0.000050,0.039245,0.136776,0.380535,0.040557,0.212874,0.245228,,,,0.039379,0.169081,0.306041,0.191582,0.241274,0.270163,-0.106092,0.210193,0.243589,,,,-0.107009,0.168838,0.303575,0.198096,0.132533,0.381061,-0.107353,0.143987,0.378754,,,,,,,,,,0.195695,0.179597,0.327987,,,,,,,,,,,,,,,
6.095833,-0.094574,0.139203,0.370939,-0.250864,-0.685182,-0.427359,0.533814,0.184619,0.202045,0.282875,-0.252652,-0.616367,0.241113,-0.705778,0.039054,0.138390,0.299847,-0.999999,-0.000848,0.000833,-0.000049,0.039248,0.136859,0.380537,0.040614,0.212999,0.245229,,,,0.039430,0.169158,0.306033,0.191655,0.241265,0.270151,-0.106043,0.210430,0.243590,,,,-0.106976,0.169035,0.303584,0.198091,0.132539,0.381060,-0.107333,0.144082,0.378725,,,,,,,,,,0.195714,0.179635,0.328017,,,,,,,,,,,,,,,
6.100000,-0.094387,0.139252,0.370935,-0.250771,-0.684354,-0.427673,0.534667,0.184817,0.202019,0.282995,-0.252343,-0.616077,0.240588,-0.706321,0.039034,0.138395,0.299856,-0.999999,-0.000823,0.000849,-0.000061,0.039201,0.136942,0.380563,0.040622,0.213135,0.245272,,,,0.039427,0.169263,0.306058,0.191684,0.241357,0.270199,-0.106053,0.210726,0.243695,,,,-0.106983,0.169235,0.303632,0.198037,0.132570,0.381067,-0.107353,0.144164,0.378736,,,,,,,,,,0.195708,0.179668,0.328080,,,,,,,,,,,,,,,
6.104167,-0.094313,0.139227,0.370934,-0.250451,-0.683777,-0.427726,0.535512,0.184321,0.202391,0.283565,-0.253946,-0.614072,0.240253,-0.707606,0.039039,0.138407,0.299866,-0.999999,-0.000871,0.000853,-0.000063,0.039194,0.136965,0.380589,0.040654,0.213308,0.245359,,,,0.039446,0.169407,0.306135,0.191699,0.241488,0.270247,-0.106002,0.210890,0.243764,,,,-0.106967,0.169359,0.303675,0.198033,0.132574,0.381088,-0.107338,0.144183,0.378764,,,,,,,,,,0.195719,0.179704,0.328131,,,,,,,,,,,,,,,
6.108333,-0.094275,0.139243,0.371013,-0.250739,-0.682838,-0.427354,0.536871,0.184561,0.202367,0.283716,-0.253603,-0.613873,0.239646,-0.708107,0.039024,0.138389,0.299892,-0.999999,-0.000823,0.000844,-0.000066,0.039173,0.136991,0.380618,0.040651,0.213527,0.245504,,,,0.039449,0.169467,0.306163,0.191757,0.241525,0.270297,-0.106008,0.211127,0.243914,,,,-0.106976,0.169482,0.303755,0.198008,0.132596,0.381116,-0.107346,0.144173,0.378790,,,,,,,,,,0.195710,0.179742,0.328197,,,,,,,,,,,,,,,
6.112500,-0.094325,0.139236,0.371032,-0.250367,-0.682403,-0.426988,0.537888,0.184371,0.202505,0.283773,-0.253987,-0.613545,0.240118,-0.708094,0.039017,0.138827,0.299869,-0.999997,-0.002175,0.000780,0.000287,0.039175,0.137032,0.380650,0.040658,0.213698,0.245617,,,,0.039459,0.169520,0.306177,0.191807,0.241503,0.270307,-0.106015,0.211349,0.244050,,,,-0.106968,0.169535,0.303791,0.198008,0.132604,0.381142,-0.107341,0.144195,0.378825,,,,,,,,,,0.195724,0.179790,0.328228,,,,,,,,,,,,,,,
6.116667,-0.094382,0.139253,0.371050,-0.250158,-0.681892,-0.426398,0.539101,0.184447,0.202566,0.283837,-0.253856,-0.613488,0.240082,-0.708202,0.039004,0.138824,0.299874,-0.999997,-0.002115,0.000717,0.000246,0.039152,0.137071,0.380673,0.040641,0.213898,0.245747,,,,0.039498,0.169527,0.306175,0.191878,0.241508,0.270350,-0.106007,0.211497,0.244125,,,,-0.106960,0.169650,0.303829,0.197985,0.132636,0.381154,-0.107362,0.144215,0.378853,,,,,,,,,,0.195717,0.179837,0.328288,,,,,,,,,,,,,,,
